sample_id,source_bundle,derived_bundle,sha256,height,width,token_size,v12_matches_source,safety_weight_map_status,native_gate_status
SCN_dou_0067,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_dou_0067.npz,derived_scene_sidecars/SCN_dou_0067_derived.npz,5a0927e0ced3ee53355239d6ab70b1455c997f4de9fc42007b044e633e491844,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_dou_0068,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_dou_0068.npz,derived_scene_sidecars/SCN_dou_0068_derived.npz,0b0e25072f63c3e3eb40cdc9a42144f2cf5953617e864dc4c460b595a008427e,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_dou_0069,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_dou_0069.npz,derived_scene_sidecars/SCN_dou_0069_derived.npz,fdae7e87d31dc51f76c2297eb5891a773dbae7fcc0d6cc4c6e9a9c55dc9a8b90,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_gar_0058,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_gar_0058.npz,derived_scene_sidecars/SCN_gar_0058_derived.npz,f18c973c62c3fd37e7e886f2bd5faa7f8e7a7606f3b810b8f54003c7a175867c,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_gar_0059,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_gar_0059.npz,derived_scene_sidecars/SCN_gar_0059_derived.npz,0a240de3c96a9b0f64a43690f7a55d32d8fc7abc50a2f54b29c6986b514db8a5,96,96,16,True,required_from_observed_historical_sar,required_from_executed_model
SCN_gar_0060,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_gar_0060.npz,derived_scene_sidecars/SCN_gar_0060_derived.npz,2e08428771c7ee0dc4ec9dfc9bc598a27a9d70a40cbeff2b592095e2e63af367,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_gar_0061,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_gar_0061.npz,derived_scene_sidecars/SCN_gar_0061_derived.npz,3f028f2ad44a569f191b9cfbeb6e827afafd80fc7b529101233401345fa807b9,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_gar_0062,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_gar_0062.npz,derived_scene_sidecars/SCN_gar_0062_derived.npz,89c1c01fc9c6d0809d1f193bf69879ca18977998b04310c4f4a5370c6ce907d3,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_gar_0063,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_gar_0063.npz,derived_scene_sidecars/SCN_gar_0063_derived.npz,396e58ba273863235672ffdc71e7d1c1ad9a4634aeb7da72a58f070855211425,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
SCN_gar_0064,qualitative_benchmark/oa_mae_revision/data/arrays/SCN_gar_0064.npz,derived_scene_sidecars/SCN_gar_0064_derived.npz,8c9e9495dcf618b4c4ebd560d170c9da50d3fc2897f0ce1f867274f15d109f76,96,96,16,False,required_from_observed_historical_sar,required_from_executed_model
